"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"L1";"C_1812";1;"10uH";;;
2;"C1";"C_0805";1;"10uF";;;
3;"C2,C3";"C_0805";2;"0.1uF";;;
4;"C4,C5";"C_0805";2;"22uF";;;
5;"C6";"C_0805";1;"56pF";;;
6;"J1,J2,J3";"Socket_Strip_Straight_1x01_Pitch2.54mm";3;"CONN_01X01";;;
7;"R1";"R_0805";1;"100K";;;
8;"R2";"R_0805";1;"22.1K";;;
9;"U1";"SOT-23-6";1;"TPS54202";;;
10;"R4";"R_0805";1;"330K";;;
11;"R5";"R_0805";1;"21K";;;
